"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 06, 2013","5,166.40","5,164.80","5,170.30","5,161.80","-","0.03%"
"Oct 04, 2013","5,164.77","5,190.70","5,190.70","5,154.40","358.36M","-0.50%"
"Oct 03, 2013","5,190.66","5,171.00","5,216.10","5,170.00","375.50M","0.38%"
"Oct 02, 2013","5,171.01","5,163.20","5,186.60","5,163.20","477.69M","0.15%"
"Oct 01, 2013","5,163.20","5,175.20","5,199.10","5,157.60","411.05M","-0.23%"
"Sep 30, 2013","5,175.19","5,263.30","5,263.30","5,175.20","466.94M","-1.67%"
"Sep 27, 2013","5,263.34","5,250.90","5,270.60","5,250.90","479.98M","0.24%"
"Sep 26, 2013","5,250.90","5,232.80","5,250.90","5,205.90","391.76M","0.35%"
"Sep 25, 2013","5,232.81","5,191.20","5,240.90","5,187.50","438.74M","0.80%"
"Sep 24, 2013","5,191.20","5,209.20","5,209.20","5,174.90","391.33M","-0.35%"
"Sep 23, 2013","5,209.19","5,233.50","5,233.50","5,184.00","406.24M","-0.46%"
"Sep 20, 2013","5,233.50","5,252.60","5,252.60","5,225.60","1.00B","-0.36%"
"Sep 19, 2013","5,252.60","5,194.70","5,257.50","5,194.70","791.57M","1.11%"
"Sep 18, 2013","5,194.72","5,208.00","5,211.40","5,184.30","510.52M","-0.26%"
"Sep 17, 2013","5,208.04","5,204.70","5,220.20","5,184.50","465.40M","0.06%"
